{\rtf1\ansi\ansicpg1252\cocoartf1561\cocoasubrtf600
{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red0\green0\blue0;}
{\*\expandedcolortbl;;\cssrgb\c0\c0\c0;}
\margl1440\margr1440\vieww10800\viewh8400\viewkind0
\deftab720
\pard\pardeftab720\sl280\partightenfactor0

\f0\fs24 \cf2 \expnd0\expndtw0\kerning0
\outl0\strokewidth0 \strokec2 34, Private, 287315, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
38, Private, 220585, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K\
76, ?, 152802, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 8, United-States, <=50K\
21, Private, 155066, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
57, Self-emp-not-inc, 247337, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 72, United-States, <=50K\
58, Private, 186991, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K\
47, Private, 110669, Bachelors, 13, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 50, United-States, <=50K\
40, Private, 124692, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K\
38, Private, 185848, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 70, United-States, >50K\
29, Private, 31166, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, Other, Female, 0, 0, 30, Germany, <=50K\
51, Private, 145409, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, ?, >50K\
23, Private, 230824, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K\
17, Private, 57723, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 30, United-States, <=50K\
39, Private, 111000, Masters, 14, Never-married, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, <=50K\
55, Local-gov, 107308, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K\
18, Private, 123856, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 49, United-States, <=50K\
30, Private, 149507, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 42, United-States, <=50K\
41, State-gov, 187322, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
43, Private, 193490, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K\
17, ?, 54978, 7th-8th, 4, Never-married, ?, Own-child, White, Female, 0, 0, 15, United-States, <=50K\
41, Local-gov, 88904, Bachelors, 13, Separated, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K\
48, Federal-gov, 147397, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 36, United-States, <=50K\
36, Local-gov, 223433, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 53, United-States, >50K\
43, Self-emp-inc, 172826, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 99999, 0, 55, United-States, >50K\
32, Private, 71540, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
21, Private, 98678, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K\
59, Self-emp-not-inc, 148626, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K\
38, Private, 139473, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K\
41, State-gov, 288433, Masters, 14, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K\
58, Private, 241056, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 46, United-States, <=50K\
27, Private, 31757, Assoc-voc, 11, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 38, United-States, <=50K\
54, Private, 425804, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, >50K\
20, Private, 174391, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
60, State-gov, 136939, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K\
52, Private, 191968, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
33, Private, 34748, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 1887, 20, United-States, >50K\
54, Local-gov, 152540, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 42, United-States, <=50K\
57, Private, 375502, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K\
38, Private, 342448, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K\
25, Private, 72887, 11th, 7, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K\
46, Private, 332355, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K\
33, Private, 180656, Some-college, 10, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 40, ?, <=50K\
60, Private, 132529, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
30, Private, 49795, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
29, State-gov, 183285, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 36, United-States, <=50K\
29, ?, 103628, Bachelors, 13, Married-spouse-absent, ?, Not-in-family, White, Female, 0, 0, 4, India, <=50K\
62, Private, 138157, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K\
81, Self-emp-not-inc, 123959, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 1668, 3, Hungary, <=50K\
66, Self-emp-not-inc, 140456, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K\
29, Private, 235168, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K\
26, State-gov, 106491, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
44, Local-gov, 101593, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 1876, 42, United-States, <=50K\
44, Private, 59474, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K\
43, Private, 156745, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K\
27, Private, 177351, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K\
25, State-gov, 157617, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
39, Private, 553588, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1848, 40, United-States, >50K\
52, Private, 139671, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K\
34, Self-emp-not-inc, 204052, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
19, Private, 282698, 7th-8th, 4, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 80, United-States, <=50K\
31, Private, 217962, Some-college, 10, Never-married, Protective-serv, Other-relative, Black, Male, 0, 0, 40, ?, <=50K\
34, Private, 27409, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K\
47, Private, 128378, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K\
41, Private, 215453, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 43, Mexico, <=50K\
28, Self-emp-not-inc, 237466, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 30, United-States, >50K\
17, Private, 184198, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 13, United-States, <=50K\
45, Private, 353012, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
59, Private, 97213, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, >50K\
51, Private, 145105, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K\
23, Private, 257621, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K\
24, Local-gov, 174413, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1974, 40, United-States, <=50K\
32, Private, 93930, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
37, Private, 25864, HS-grad, 9, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K\
20, Private, 691830, HS-grad, 9, Never-married, Sales, Own-child, Black, Female, 0, 0, 35, United-States, <=50K\
49, Self-emp-not-inc, 105614, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, >50K\
41, Self-emp-not-inc, 254818, Masters, 14, Divorced, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, Peru, <=50K\
46, Private, 196858, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 35, United-States, >50K\
37, Private, 389725, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 7298, 0, 40, United-States, >50K\
41, Federal-gov, 46366, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 0, 0, 50, United-States, >50K\
69, Private, 174474, 10th, 6, Separated, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 28, Peru, <=50K\
60, Private, 132529, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K\
22, ?, 60331, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 10, United-States, <=50K\
28, Local-gov, 134890, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
43, Self-emp-not-inc, 277647, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, <=50K\
54, Private, 183611, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 3137, 0, 50, United-States, <=50K\
62, Private, 142769, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K\
42, Self-emp-not-inc, 40024, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 66, United-States, <=50K\
47, Self-emp-not-inc, 33300, Assoc-acdm, 12, Never-married, Farming-fishing, Other-relative, White, Male, 10520, 0, 45, United-States, >50K\
39, Private, 282489, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K\
41, Self-emp-not-inc, 111232, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K\
42, Self-emp-not-inc, 116197, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
25, Private, 364631, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, Mexico, <=50K\
39, Local-gov, 131239, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K\
38, Private, 58108, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K\
31, Private, 54318, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K\
41, Private, 197919, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 60, United-States, <=50K\
60, Self-emp-not-inc, 73091, HS-grad, 9, Separated, Other-service, Not-in-family, Black, Male, 0, 1876, 50, United-States, <=50K\
36, Private, 326352, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K\
35, Private, 198841, Assoc-voc, 11, Divorced, Tech-support, Own-child, White, Male, 0, 0, 35, United-States, <=50K\
61, Private, 101265, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 43, United-States, <=50K\
32, Private, 180871, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
22, Private, 202416, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
20, Private, 256796, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K\
61, State-gov, 31577, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, <=50K\
31, Private, 427474, 11th, 7, Married-civ-spouse, Other-service, Husband, White, Male, 0, 2179, 35, Mexico, <=50K\
17, Private, 318918, 10th, 6, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 30, United-States, <=50K\
22, Private, 445758, 5th-6th, 3, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K\
69, Private, 512992, 11th, 7, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 45, United-States, <=50K\
50, Private, 134247, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K\
62, Federal-gov, 125155, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 38, United-States, <=50K\
31, Private, 344200, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K\
62, Private, 99470, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K\
50, Private, 94391, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K\
37, Private, 365739, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K\
34, Private, 208353, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
27, State-gov, 206889, Assoc-acdm, 12, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
51, Private, 99185, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K\
55, Private, 231738, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, England, <=50K\
43, Self-emp-not-inc, 350387, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K\
32, Self-emp-not-inc, 180303, Bachelors, 13, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male, 0, 0, 47, Iran, <=50K\
39, Private, 74163, 12th, 8, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
61, Private, 149405, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, <=50K\
37, Private, 355856, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Cambodia, >50K\
23, Private, 210474, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States, <=50K\
56, Private, 46920, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K\
36, Private, 184456, Prof-school, 15, Never-married, Exec-managerial, Not-in-family, White, Male, 27828, 0, 50, United-States, >50K\
20, ?, 193416, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
30, Private, 226525, 10th, 6, Divorced, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
28, Private, 302406, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K\
52, Private, 65624, Assoc-acdm, 12, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K\
21, Private, 129232, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
23, Local-gov, 203078, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, <=50K\
68, ?, 65730, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 25, United-States, <=50K\
37, Private, 224886, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 42, United-States, <=50K\
41, Private, 304906, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K\
22, Private, 177526, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 2907, 0, 30, United-States, <=50K\
51, Private, 146574, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K\
27, Private, 118598, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K\
43, Private, 234220, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, Cuba, <=50K\
28, Private, 246933, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
45, Private, 186410, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K\
45, Private, 81400, 1st-4th, 2, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 25, El-Salvador, <=50K\
44, State-gov, 307468, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 50, United-States, >50K\
55, Private, 107308, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K\
36, Private, 185325, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 37, United-States, <=50K\
42, Private, 163985, HS-grad, 9, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 27, United-States, <=50K\
77, Private, 183781, HS-grad, 9, Widowed, Craft-repair, Unmarried, White, Female, 0, 0, 5, United-States, <=50K\
23, Private, 433669, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
20, Private, 107658, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 10, Canada, <=50K\
